PC1,PC2,EmotionLabel
31991.639,526.1632,HAPPINESS
7022.846,5375.3296,HAPPINESS
-30817.357,4283.8594,SADNESS
-32255.71,-12971.112,SADNESS
-25996.52,3917.8865,HAPPINESS
-21961.76,-14043.282,ANGER
-28266.111,11776.093,LOVE
-15552.322,-10342.801,ANGER
50579.14,-5903.872,SADNESS
-28756.428,18874.137,HAPPINESS
-16997.658,-22077.496,SADNESS
46365.047,-3142.818,LOVE
-24680.584,-4625.7075,HAPPINESS
8771.504,-4060.7466,FEAR
16740.945,17330.746,SADNESS
15441.875,22727.32,HAPPINESS
1622.4976,-4893.292,ANGER
19901.812,-13000.341,SADNESS
21209.098,-17626.084,FEAR
5638.1855,27876.092,SADNESS
17194.559,17234.674,ANGER
-35166.793,7199.9707,SADNESS
-33942.383,2979.0874,SADNESS
18736.877,8121.306,FEAR
15528.919,-528.8229,FEAR
21912.57,-1436.2834,HAPPINESS
23315.611,9985.767,SADNESS
22490.988,34174.93,FEAR
23197.973,12178.3,HAPPINESS
-35026.13,-7964.603,SADNESS
44289.977,-52151.477,SADNESS
29079.074,9537.775,LOVE
17719.11,3644.413,HAPPINESS
-31711.617,-8043.1284,SADNESS
-21408.914,-9807.623,ANGER
-28762.402,7543.8667,SADNESS
-23204.0,-4736.383,ANGER
26076.818,543.45557,HAPPINESS
26997.912,10348.707,SADNESS
-30116.086,9997.994,LOVE
-8025.4595,9924.992,FEAR
-4425.2153,32863.867,SADNESS
6101.4473,10327.006,FEAR
9514.378,36300.63,FEAR
-48066.695,-20399.424,HAPPINESS
8279.696,23600.506,HAPPINESS
12172.052,-28112.33,SADNESS
13911.734,-22358.088,HAPPINESS
-4363.555,16209.42,SADNESS
-23642.03,4594.0728,FEAR
22886.906,11949.685,ANGER
31427.84,-10583.682,SADNESS
-13223.12,-8773.808,LOVE
25433.896,-27604.805,FEAR
-36865.62,2496.9321,FEAR
-19245.543,-869.8009,LOVE
-8896.499,-1861.9875,LOVE
-14595.378,-24873.637,HAPPINESS
-37601.973,960.73517,ANGER
-50729.316,2949.72,SADNESS
-16435.875,-1738.171,HAPPINESS
14239.734,132.84393,HAPPINESS
1594.3711,-21521.86,SADNESS
9885.884,11920.305,SADNESS
-28232.04,13791.275,SADNESS
24809.566,3572.639,SADNESS
1638.3457,3410.7554,FEAR
4463.057,899.7405,HAPPINESS
-19052.234,5704.475,HAPPINESS
30373.28,-21899.576,ANGER
26138.693,47567.312,FEAR
-40483.598,-6793.1055,SADNESS
18046.777,14474.194,HAPPINESS
7325.3394,-13994.421,SADNESS
18627.705,15860.779,HAPPINESS
24859.4,6862.4463,SADNESS
15995.465,-6322.4336,SADNESS
28592.547,-20569.084,FEAR
-38964.293,17527.492,ANGER
18235.064,9874.558,SADNESS
-1022.8715,9623.133,HAPPINESS
3535.619,30216.857,SADNESS
34348.973,-19266.383,LOVE
44502.938,-38301.85,ANGER
-25657.951,-17889.395,SADNESS
-17092.63,-24937.828,SADNESS
-11079.381,11998.18,FEAR
7734.9478,18543.205,FEAR
-39731.32,-2692.7979,FEAR
-9315.509,-32934.926,HAPPINESS
3121.6406,7230.3647,FEAR
26639.107,7285.965,LOVE
-32661.42,-8019.404,SADNESS
-20380.78,10969.191,FEAR
-43240.25,7404.615,LOVE
-24228.533,-11029.839,HAPPINESS
-2969.914,11720.702,FEAR
-34115.688,-20765.275,SADNESS
5649.051,11704.965,SADNESS
7527.926,2386.2114,HAPPINESS
-30928.904,12459.294,ANGER
-20956.232,-17633.125,SADNESS
-1444.6697,-3984.0173,FEAR
18705.615,-6699.5195,SADNESS
13819.577,1015.8221,HAPPINESS
-20538.15,-9680.933,LOVE
32179.332,-13708.279,HAPPINESS
19933.355,32175.691,FEAR
34337.52,16456.896,LOVE
-8138.7925,5070.1265,HAPPINESS
-30420.754,-13521.39,SADNESS
-28350.943,-2582.5784,ANGER
-25859.605,-8693.898,HAPPINESS
28371.422,299.89398,LOVE
-34223.727,8239.054,HAPPINESS
-38372.363,6055.4404,HAPPINESS
29322.59,-13656.433,LOVE
-26545.465,11108.696,SADNESS
-31075.445,10544.059,HAPPINESS
-24143.223,-741.08185,SADNESS
1437.3701,11683.514,FEAR
11704.548,13956.437,LOVE
31779.773,-12567.1455,ANGER
1634.6705,10084.745,FEAR
-13115.034,17341.227,HAPPINESS
15642.1875,-11521.685,HAPPINESS
-9817.712,19122.389,FEAR
4780.8535,7479.726,HAPPINESS
18598.654,9616.388,LOVE
-27678.541,-14384.715,SADNESS
2325.2842,8560.301,FEAR
8622.752,-3326.4668,SADNESS
2120.1804,18080.914,HAPPINESS
3289.867,293.33148,FEAR
16933.643,-14957.855,LOVE
-38323.17,-409.7822,SADNESS
13020.934,24410.559,SADNESS
20979.348,14942.497,SADNESS
-35186.008,6821.5747,HAPPINESS
1463.2338,780.0818,HAPPINESS
-15726.855,-19843.494,FEAR
-1499.1965,-15115.739,FEAR
-10528.638,5820.01,LOVE
20138.701,2897.2974,HAPPINESS
-15010.484,19410.004,SADNESS
6880.403,-9650.879,FEAR
10888.169,-6211.331,SADNESS
-30897.473,14593.871,LOVE
14323.081,-13953.985,SADNESS
46092.75,25104.336,HAPPINESS
30390.947,17790.598,SADNESS
-35198.3,-3365.0708,SADNESS
3601.5044,-22062.416,FEAR
-22421.484,7435.6104,SADNESS
-18399.768,40363.69,SADNESS
-28737.797,5194.325,LOVE
31729.314,10353.991,ANGER
-19865.16,22634.43,ANGER
19541.99,3413.0894,HAPPINESS
35377.613,3410.4526,SADNESS
8885.196,-11115.454,HAPPINESS
27856.068,22429.186,FEAR
-28287.746,10616.516,SADNESS
44059.867,7883.611,HAPPINESS
21601.297,-7704.692,LOVE
-34149.254,-14248.912,LOVE
-692.2734,-6795.327,FEAR
-34747.15,20339.55,HAPPINESS
13777.355,-14155.555,HAPPINESS
-818.7645,-20564.748,ANGER
-8239.986,-39545.445,ANGER
-22601.662,29721.912,SADNESS
-39503.25,5005.311,SADNESS
23301.818,27616.33,HAPPINESS
6052.617,-6567.3486,LOVE
-15192.202,-5979.8555,SADNESS
16869.148,-12690.256,HAPPINESS
-31141.152,16721.742,SADNESS
49090.805,8519.431,FEAR
19985.742,7636.453,SADNESS
-1567.4023,-28297.65,HAPPINESS
-22132.648,24420.398,SADNESS
