PC1,PC2,EmotionLabel
-95.90988894661868,-31.965043234816783,FEAR
9.668152507765875,5.63241797198387,ANGER
-85.72136369483309,-8.772745359328603,FEAR
46.59263016672095,35.08684589925471,LOVE
97.0379213213491,-7.947994675670891,SADNESS
96.17745422881484,38.7280627247486,SADNESS
99.58876456232771,45.98185921954166,SADNESS
104.0757124119732,38.515988107851825,SADNESS
-158.35232840836474,37.314381432231045,FEAR
-18.281060616215086,-92.25741085273646,HAPPINESS
-89.7259937219633,-2.3737831425767695,FEAR
-30.538690909570967,-77.57932019406704,HAPPINESS
-168.45283923093027,48.73177904998157,FEAR
-112.30772350317845,11.552928070029779,FEAR
19.508316076856197,-13.180357999986853,HAPPINESS
16.045368820744727,-66.65712262681421,HAPPINESS
52.217277985703795,32.83337524097638,LOVE
86.93435743109576,74.21366680211847,LOVE
-170.73096485524215,46.485298786058536,FEAR
10.10764161003982,6.881448608247553,ANGER
-14.223080696074973,34.26783165473705,SADNESS
-164.6114620028194,40.43275227170329,FEAR
88.04589767511226,-8.162892189397326,SADNESS
96.10415040203002,35.24189251490398,SADNESS
48.42918391653914,-26.658665623893555,HAPPINESS
30.43152794270251,35.48099564558217,LOVE
-6.385716417472663,-76.8973288519027,ANGER
0.08819000569478064,32.20546632546785,LOVE
-57.04172914493085,-17.644667347971705,SADNESS
63.17469561952717,35.28183411379739,LOVE
-0.4328338331912711,41.15013930069239,SADNESS
-44.43279447398655,44.90833268336334,FEAR
-23.481644257026797,-22.516910501725945,SADNESS
4.927462255760194,-22.046068487046263,HAPPINESS
52.21509172176168,-42.126672335736394,HAPPINESS
-65.21834328259433,6.124191523720384,FEAR
70.88434229437732,-34.53952026456016,ANGER
-67.94476811488522,8.539705252969341,FEAR
-61.334863328920115,-59.51399395788359,ANGER
-14.513433323709275,-97.88202319181727,HAPPINESS
80.96201627325283,39.181559966298295,SADNESS
95.83962786235577,38.608595333540734,SADNESS
-173.0881494828854,49.86957439172113,FEAR
-122.88393932134204,27.187164146480967,FEAR
-60.168842324242924,-58.882481271735415,ANGER
28.853668211704907,9.507834662907314,SADNESS
34.371887457775735,38.38685725485671,LOVE
68.3543163747641,57.43543712080684,LOVE
2.692216324309646,-13.248105341437011,HAPPINESS
-60.786972840353265,-64.13895140673762,ANGER
-37.48227118352753,26.172927485390616,FEAR
-97.4387872825857,28.435284452934354,SADNESS
-85.3843851626273,-9.566091510438035,FEAR
17.396935911965073,7.6375572897198225,ANGER
36.67416357180068,15.248500124380826,SADNESS
-98.52006162317203,-28.45060203989079,FEAR
61.524129443874926,19.016488754877074,SADNESS
-119.80530073340168,27.088740974594216,FEAR
-98.0437643028771,-27.169759743993417,FEAR
-151.97150557181746,38.68313110670759,FEAR
83.70093140085302,67.58866071219825,LOVE
17.089071731421352,11.498809033614066,ANGER
73.90630500359342,18.567944538365268,SADNESS
-20.176995182215943,-15.543801408542222,SADNESS
58.48275948020418,32.70696665122519,LOVE
69.8288542595116,-27.828465527760883,ANGER
-25.315925022619282,-38.77380049649349,HAPPINESS
-161.59673933725034,41.705082105168216,FEAR
7.735461373336065,-80.74923720994794,ANGER
81.80934594233898,43.453689324361534,SADNESS
-60.05152833573793,3.336354098879056,FEAR
70.31345218407101,-40.62981153932236,ANGER
-24.184310337056658,-19.048259434032175,SADNESS
99.87287379134256,37.76916065145333,SADNESS
10.420406733188692,35.60343304912726,LOVE
41.028284070125004,-11.605191971021377,LOVE
-18.435320447620107,31.791329772346174,SADNESS
3.938332775237553,-28.400727237445587,HAPPINESS
-163.0827465265137,47.36942565295384,FEAR
-10.854039271971297,47.954194451793256,SADNESS
-28.492737882932218,-33.83976192351534,ANGER
49.47653200295751,-44.183933199579684,HAPPINESS
-170.63504607941226,50.27260933232883,FEAR
63.47042930956319,-46.92958044979649,HAPPINESS
10.048062306372028,-82.62009733751447,ANGER
-22.790144951782366,-94.11381109658262,HAPPINESS
45.729941479275396,31.929584064116682,LOVE
90.447733049865,-2.493624054307446,SADNESS
-167.2750273105083,44.88543484983373,FEAR
-103.02490274619248,-21.26848702706181,FEAR
-162.0412721501139,42.01896337273675,FEAR
29.59713962599028,-21.008310352893545,HAPPINESS
23.956100976392577,-59.61210964511226,ANGER
99.9237863406535,42.500357988501705,SADNESS
48.13101928585419,-39.77017013061946,HAPPINESS
-100.65576378313833,-30.43255920796291,FEAR
-64.2728720604619,-64.09912850455957,HAPPINESS
-111.37914575381538,17.51819372489122,FEAR
21.176758572155386,-8.488478675004728,HAPPINESS
13.933479273036557,-65.53167638092759,HAPPINESS
77.69990483494801,31.324248956643117,SADNESS
43.59143004427547,-36.08272644594707,HAPPINESS
-146.56967924358142,37.02800773184002,FEAR
74.34330888357415,60.34699342262641,LOVE
-111.62562554853892,9.227717931457335,FEAR
50.489033597321466,-49.85724869372598,HAPPINESS
-15.22519966948611,38.28431101244007,SADNESS
77.7467395840485,79.53417342467753,LOVE
52.042191463193156,37.03991621156217,LOVE
51.10388354639435,-48.30628560585592,HAPPINESS
-119.90648197364057,23.553955663453763,FEAR
98.1304573002203,36.17516327314328,SADNESS
104.34206318315942,34.73975404423467,SADNESS
57.611190647372055,-47.14542818816672,HAPPINESS
-85.25501622756201,-2.704597313378301,FEAR
-59.23036516746174,-51.57577395049819,ANGER
92.86039216633075,42.20724851329393,SADNESS
74.73084465423302,6.670983568359759,SADNESS
72.32291784979469,19.159722482782,SADNESS
76.60099608169529,3.9936396781785533,SADNESS
-17.01229105626244,-96.916516363441,HAPPINESS
92.3007220539198,-8.856207186204436,SADNESS
97.77488240748652,40.5626677398116,SADNESS
34.36026959498165,4.976999017512085,SADNESS
44.89937872119328,12.031711828867714,SADNESS
32.38427668428572,33.70361650780471,LOVE
83.60174430509494,83.57885147484106,LOVE
15.213565055897895,-78.75443438480683,ANGER
47.73663163170626,32.670199231001334,LOVE
21.471040439737653,-63.0993514480813,HAPPINESS
79.19722611430785,26.607200169924724,SADNESS
69.36874681089368,2.3515643420309402,SADNESS
15.1341427576589,-58.48918965087521,HAPPINESS
-156.7438520783549,49.40373705463179,FEAR
58.842942625088426,-44.06784596805778,HAPPINESS
-72.69006684340727,-2.6650379218548608,SADNESS
-98.00843731232426,-28.845734880607203,FEAR
-5.019556887807424,40.07114410831666,SADNESS
18.559210016449274,4.146969440365851,ANGER
-167.33449757820077,39.421320205686115,FEAR
7.9935561459505955,28.937894069906108,SADNESS
-81.1844427764962,-18.62483661974214,FEAR
-134.49387686787279,37.37583960938221,FEAR
-169.19959849233626,46.95943669954538,FEAR
76.28978679438562,27.817311669814174,SADNESS
56.43355461237307,15.663844205283866,LOVE
70.5053600053472,-39.74290264931753,ANGER
-135.4065476264292,37.29307766670992,FEAR
-71.78929966909308,-2.9692831214288304,SADNESS
28.328479964964806,-0.9175734006529979,SADNESS
10.729635693905593,23.258477863723954,LOVE
-80.96986235105364,-4.47050754042489,FEAR
-3.4614885192134706,35.098425031462654,SADNESS
47.542887747302494,-60.46537789820784,HAPPINESS
-13.714182057424322,40.495200191898135,SADNESS
76.054827459549,-32.687566779668416,ANGER
-104.2387890844779,-10.277876779821327,FEAR
-159.21417550408185,30.958965418569633,FEAR
65.22068327673027,35.444549521720205,LOVE
75.88717706323635,33.65047203416016,SADNESS
-167.05649815874324,43.82957110882802,FEAR
-166.21394409751713,46.4645769277046,FEAR
-128.18153920012128,25.360425439085134,FEAR
28.299374585644912,34.525513367619766,LOVE
51.20515098692626,22.888609145653646,SADNESS
-1.35101445953803,41.97495512792872,SADNESS
107.02221422657848,33.48512206439463,SADNESS
-164.24641128250911,46.25488702746236,FEAR
19.300547112483667,-63.193762187311584,HAPPINESS
83.41392681603496,35.925398239942425,SADNESS
98.14363216434475,38.05040836038113,SADNESS
10.847477729142408,4.994109626347367,ANGER
10.187696774064989,1.464864614550379,ANGER
-80.33525488795462,-18.054058638863182,FEAR
-147.4583410795822,32.57045244014091,FEAR
106.76121270959852,38.651426150260576,SADNESS
53.55039045410951,-35.78721051022922,HAPPINESS
78.5577966877856,34.12690623816654,SADNESS
52.27012701126706,-31.964015912465598,HAPPINESS
84.57879400385987,33.60621191325801,SADNESS
75.02087612748873,8.25654931691291,SADNESS
94.7733241879729,35.5685724275105,SADNESS
