PC1,PC2,EmotionLabel,time_offset,subject
0.7725818729556129,0.8052289191746087,HAPPINESS,3744,sub-01
0.8068408560645287,0.026845286424810644,SADNESS,5008,sub-20
0.2067810920247301,0.09300392051664672,SADNESS,6828,sub-03
1.1505540636528597,0.901989289151471,HAPPINESS,6380,sub-18
0.08031021414656746,-0.1528886472792444,LOVE,804,sub-08
0.2880917937570925,0.7284925703250444,ANGER,3510,sub-11
0.44754134353171465,0.19564650777200707,HAPPINESS,6202,sub-17
1.4577553350846242,0.8327528877579118,HAPPINESS,6534,sub-19
0.5501274647421134,0.5044940431761832,LOVE,6360,sub-05
0.33139233186733513,1.4900878487122233,HAPPINESS,1556,sub-09
-0.19679447488720841,1.3354374778971947,ANGER,1662,sub-18
-0.6105468730852336,0.44426522615940295,ANGER,2008,sub-05
0.3125183266439302,0.4519766795035276,HAPPINESS,660,sub-05
-0.7365359621644426,2.116336280692896,ANGER,902,sub-11
-0.33863709903187317,-0.12276915750720375,SADNESS,6934,sub-04
0.1796896666838154,-0.5524438581415817,SADNESS,6864,sub-20
1.1088856862796068,0.7071705219842689,HAPPINESS,6582,sub-15
-1.6733422722242923,1.5699168713451541,FEAR,2834,sub-07
-0.26984971249729733,1.3332786257930687,ANGER,3626,sub-05
1.422679315180167,0.09658777974557377,HAPPINESS,5114,sub-07
0.5430687607607533,-0.25627774280924737,SADNESS,6434,sub-20
-1.2823917307056976,1.5315880233674535,FEAR,2940,sub-04
-0.10772283939038846,-0.19583716535598714,SADNESS,770,sub-15
0.4348179418222815,1.6053290376012337,ANGER,3628,sub-19
-0.03090683018697371,-0.7344382931189113,SADNESS,6876,sub-15
0.08858115534860647,1.7381998131783696,ANGER,3504,sub-01
0.39219848241947886,-0.38925374435639853,SADNESS,6764,sub-09
0.6297138285375554,0.5282441258513862,HAPPINESS,5516,sub-04
-1.084441916798294,1.2624564815879582,FEAR,2688,sub-04
-0.361247510623151,0.7577811332631985,ANGER,2022,sub-09
0.1791762411532857,-0.8218412617816797,SADNESS,5576,sub-07
-0.9042498726662045,1.8356063560559033,ANGER,904,sub-01
0.6124410582268006,0.07251902443764066,HAPPINESS,5172,sub-17
-0.4809657677026862,-0.35823780096838165,SADNESS,6874,sub-06
-0.12568487213829294,0.5419063592856972,FEAR,6374,sub-07
-0.9014787550270505,1.6089960339350355,ANGER,908,sub-02
1.8880011638054834,0.945297730865848,HAPPINESS,5412,sub-05
1.1591069165528496,0.5867647005762089,HAPPINESS,4624,sub-08
0.6157407174548977,1.0635977728816355,LOVE,6506,sub-11
0.6756166705985301,0.3104419091300169,HAPPINESS,5500,sub-08
0.20096843167585565,1.6319408545084695,HAPPINESS,1556,sub-14
-0.1872370468860557,-0.4689550208813269,SADNESS,6814,sub-18
1.1933769888408108,0.9100891757869735,HAPPINESS,2606,sub-06
-0.08367841864660942,-0.4525388049937865,SADNESS,6760,sub-01
-0.8411612630852728,1.6846179051061474,FEAR,2826,sub-18
0.7381410984058385,0.5622977239063117,SADNESS,580,sub-09
0.23009296973930446,1.07018646159858,HAPPINESS,3102,sub-05
1.9720934093843923,0.6318077753206,HAPPINESS,5302,sub-09
-0.13198404570320824,0.8990340475407171,ANGER,1664,sub-04
0.05035331911804937,0.9971163518174533,HAPPINESS,2604,sub-20
-0.04480589411702423,-0.7315402463142117,LOVE,5634,sub-17
1.5739115429974122,0.8421608095299221,HAPPINESS,5172,sub-09
0.807183454036716,0.8540890785729842,HAPPINESS,5454,sub-01
-1.2454888208618513,2.1685223184920543,FEAR,2754,sub-06
1.2976596001805647,0.0472382768831814,HAPPINESS,3962,sub-08
0.6877674122885531,0.31004741307867106,HAPPINESS,5450,sub-04
1.3800784537560276,1.4716724653800273,HAPPINESS,5488,sub-15
0.5443215568136309,-0.540628605744297,SADNESS,5760,sub-07
0.8176290826761577,1.1671284655692382,HAPPINESS,6498,sub-06
-0.789039234774507,1.5985421765758072,FEAR,1210,sub-07
0.11317720046361633,-0.2666915148382934,SADNESS,6440,sub-14
-1.2529387601421667,1.4146265187092675,FEAR,2904,sub-01
0.15777637277202183,-0.46919287141122823,SADNESS,5744,sub-12
-0.8692670163238386,-0.017560099618504656,SADNESS,3050,sub-08
-1.0462511793706035,-0.3212540158506142,SADNESS,2060,sub-16
0.19524764156603677,-0.6763668818587476,SADNESS,6842,sub-11
0.6069953807487344,-0.16547638172019202,LOVE,6786,sub-13
1.1476402530150438,-0.09587135272491405,SADNESS,3790,sub-11
0.6014686181048633,-0.4678430009675237,LOVE,6700,sub-07
-1.120452679898822,0.1299053558292258,FEAR,2952,sub-14
-0.23144665616326102,-0.9306207197690657,SADNESS,5588,sub-17
-0.5541864334778773,0.8661715533602027,ANGER,1334,sub-07
0.4903195586735813,1.093626232009497,HAPPINESS,3548,sub-03
