PC1,PC2,EmotionLabel
19.47203208652499,18.192042919185592,HAPPINESS
7.365159416491917,28.839596554630834,ANGER
-48.93347709519227,10.480428893603678,FEAR
-0.7747475826008688,-22.97537549360985,SADNESS
13.029334378485888,-33.33230872851173,SADNESS
21.495521188282645,-23.589102803145217,LOVE
30.222994101819513,11.208118037387367,HAPPINESS
6.3947183529725535,-36.75883642365749,SADNESS
22.82534536151019,-24.46797648371258,LOVE
15.206143197729727,-21.733373776973842,SADNESS
4.039867711411178,-40.560935242708766,SADNESS
-5.054879148714929,-5.01881749935708,ANGER
10.558081515469599,-13.313417751286366,SADNESS
-44.91417910718264,14.314920961015469,FEAR
31.95073187322141,-3.74052748082703,HAPPINESS
13.930166592403625,-23.42393931606959,SADNESS
12.212963137206595,-34.678317934603434,SADNESS
30.145807677133927,-2.3328026250982368,HAPPINESS
7.991646037860814,-33.026194014616706,SADNESS
4.97934478948917,-15.138958650118859,LOVE
-1.7762572271730577,-3.3181503937250727,ANGER
22.512753598340705,30.952416038658235,HAPPINESS
-50.49647055208395,8.017705667336221,FEAR
22.011234533323076,18.674786854964484,HAPPINESS
11.84080302826177,-24.66753978205078,LOVE
-48.916160353917526,14.071456996910447,FEAR
-21.44166178415796,18.377907512113104,FEAR
18.25242455772996,-21.990655573164947,LOVE
8.666196496924739,-22.157362362019583,LOVE
5.634543548850539,-34.7939602489483,SADNESS
-19.49409475911517,-5.549050077281987,FEAR
7.741373732950315,-9.629308174737812,LOVE
30.53303403762485,1.4453949249330014,HAPPINESS
19.23516348389093,-4.069926157285186,SADNESS
-49.37864281684514,15.069887597482621,FEAR
7.421664725506855,23.429145552541417,ANGER
17.598120410498673,-10.742272230100081,SADNESS
-45.053714204933804,15.949436209310232,FEAR
-6.664792783996407,15.21155099117019,SADNESS
16.234633849002044,-2.4990222929422155,HAPPINESS
7.502935638481669,-7.955840471461393,HAPPINESS
29.255666285253163,-8.882725081164166,HAPPINESS
21.67783372431465,14.799984230622421,HAPPINESS
7.039526945950836,-7.075696654542873,HAPPINESS
23.20276245915812,8.087469290805137,HAPPINESS
20.91233817145723,-5.019331660103742,LOVE
-14.322813796403358,8.13972485294144,SADNESS
3.4212122487046717,-23.041288692679124,LOVE
-49.57445366499741,9.678369784153691,FEAR
11.364601023120626,-28.6001172317083,SADNESS
-18.01576255165097,25.855436336439364,ANGER
15.877894852464163,-0.7455373448353857,HAPPINESS
21.12401173693108,9.357935962137546,HAPPINESS
26.06358912781292,11.996368809951687,HAPPINESS
8.286545271666181,48.38897041950619,HAPPINESS
11.144664121959831,49.374601432543024,HAPPINESS
-47.14511003490744,9.393042148601204,FEAR
7.355885543501634,-34.46363877680158,SADNESS
24.11330568123326,-23.65143902979835,LOVE
-4.909020754079006,12.338854275939415,SADNESS
15.378607264942044,-23.150173292451093,LOVE
-33.590989030101795,1.489141010881754,FEAR
-1.0072923789273491,28.331076920164527,HAPPINESS
-27.13726425080468,26.1745871516757,FEAR
11.728525231500484,-24.803033303862765,SADNESS
-50.91987608755825,13.241781180698982,FEAR
26.78779420558947,-25.506835179678646,LOVE
27.09157162314077,-25.2783003283132,LOVE
-8.87535008295629,2.0790032103793017,SADNESS
12.563722924314472,-28.196950126973885,SADNESS
-22.056652709910463,18.56583604144528,FEAR
14.566028954501236,-18.668112113820115,SADNESS
-27.343709027129268,13.722517723823712,FEAR
-10.59198346370254,25.67332312146592,HAPPINESS
-10.847462773119238,-20.923914782686207,SADNESS
9.253728639381954,-6.643594626368634,HAPPINESS
11.885918568074514,-19.67380601130901,SADNESS
7.71668114568675,-25.436146820527764,SADNESS
25.03691490098224,29.056191073169252,HAPPINESS
27.4046801090618,-0.767040645802946,HAPPINESS
-26.53853387200092,26.364479320836782,FEAR
29.874729534192742,-9.245172372399558,LOVE
-25.63093053240328,23.95967960688144,FEAR
-16.239840572251005,-6.014884307570567,FEAR
18.097422896316647,-31.179139158528024,LOVE
5.481019104769601,-16.918891275506994,LOVE
30.022290305109134,-7.636832768504032,HAPPINESS
3.954518543247719,-9.298583347501149,LOVE
2.988786500628314,-20.41049479371654,LOVE
23.485049696140134,-23.149609742685634,LOVE
29.409910501110968,-21.11037732472497,LOVE
-22.88814802342263,15.210605777504721,FEAR
9.689824468821666,15.806670132846797,ANGER
15.776331188236547,-5.842274760643636,SADNESS
24.72056206007309,20.87666930774139,HAPPINESS
-23.41771852214435,22.714943129947493,FEAR
17.470721109453656,-25.788535353403073,SADNESS
-15.345051644083792,0.41555769368276874,SADNESS
-12.450294659684067,-19.95944498449544,FEAR
6.003323380265496,36.839789071965235,HAPPINESS
-6.6928956235704264,0.7386842130479954,SADNESS
5.297536090476214,-18.100812558162502,LOVE
-19.550522742135552,-2.7935140354474397,FEAR
-8.699294533984672,-21.140946975768735,SADNESS
9.32710161269034,47.13419237816009,HAPPINESS
-49.426573060950034,10.739584190871794,FEAR
26.798745195668758,27.67721283918257,HAPPINESS
-30.274586277459353,7.791526977607478,FEAR
-49.81756753745836,12.35566311814332,FEAR
29.49259620767654,4.95282832480194,HAPPINESS
7.954231292879006,-36.471733682483176,SADNESS
18.116370188207956,-6.548282540497751,HAPPINESS
-38.204866043492345,2.959021209779461,FEAR
-44.613372569216814,9.464241097989428,FEAR
-18.372494984761857,-7.521981767511451,FEAR
-38.131497827320835,1.7937939221197503,FEAR
2.126190072045292,-10.388841416590958,LOVE
-13.848792427262529,-10.592802002936264,FEAR
15.240744497830157,-34.080495761997184,SADNESS
-0.6133144092265177,-30.817221101677237,SADNESS
